"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"valor_da_operacao_em_um";"valor_desembolsado_em_um";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"juros";"prazo_total_meses";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"CONSTRUTORA ANDRADE GUTIERREZ S/A";"17.262.213/0001-94";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A 2ª ETAPA DA CONSTRUÇÃO DA VIA EXPRESSA LUANDA/VIANA TROÇO 1 (4ª LINHA DE  CRÉDITO)";"MG";"ANGOLA              ";3119574;"2012-07-30";"20569069,69";"20569069,689999998";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"2,792";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUCOES E COMERCIO CAMARGO CORREA S/A";"61.522.512/0001-02";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS A IMPLANTACAO DAS PLANTAS DE ABASTECIMENTO DE AGUA DAS CIDADES DE AVELLANEDA E BERAZATEGUI, NA ARGENTINA.";"SP";"ARGENTINA";1564424;"2012-08-13";"555197,54";"555197,54";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,9045";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUCOES E COMERCIO CAMARGO CORREA S/A";"61.522.512/0001-02";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS A IMPLANTACAO DAS PLANTAS DE ABASTECIMENTO DE AGUA DAS CIDADES DE AVELLANEDA E BERAZATEGUI, NA ARGENTINA.";"SP";"ARGENTINA";1564424;"2012-08-13";"198568,22";"198568,22";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,823";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-08-22";"653395,0";"653395,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,951";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-08-22";"518732,27";"518732,27";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,949";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-08-24";"655679,04";"655679,04";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,8025";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-08-29";"2086704,14";"2086704,14";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,9105";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-09-24";"2268128,7";"2268128,7";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,6895";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-09-24";"2902025,01";"2902025,01";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,6824";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-09-24";"1303521,17";"1303521,17";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,658";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-09-26";"3736326,6";"3736326,6";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,5955";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2012-09-26";"655147,96";"655147,96";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,709";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2012-10-26";"665290,76";"665290,76";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,5965";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-10-29";"2498498,16";"2498498,16";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,38";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A CONSTRUCAO DA USINA HIDROELETRICA (UHE) MANDURIACU, COM CAPACIDADE INSTALADA DE 60 MW, LOCALIZADA NA BACIA HIDROGRAFICA DO RIO GUAYLLABAMBA NO CENTRO-NORTE DO EQUADOR.";"RJ";"EQUADOR";3993087;"2012-11-14";"90226703,0";"89689315,67";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,273";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-11-22";"424743,75";"424743,75";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,6683";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2012-11-28";"25743541,53";"25743541,53";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,3463";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2012-11-28";"7126613,86";"7126613,86";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,3463";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2012-11-28";"23959366,2";"23959366,2";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,41";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2012-12-13";"6328251,31";"6328251,31";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,41";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2012-12-17";"1951418,53";"1951418,53";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,3463";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2012-12-17";"294844,45";"294844,45";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,3845";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA, DESTINADOS À IMPLANTAÇÃO DE UM COMPLEXO PETROQUÍMICO PARA PRODUÇÃO DE POLIETILENO NO MÉXICO - PROJETO ETILENO XXI";"RJ";"MEXICO              ";3675808;"2012-12-19";"90000000,0";"89993751,17999998";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,55";201;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente privado";"Bens e serviços para obras no exterior";"LIQUIDADA";"OUTRAS"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2012-12-20";"2795011,92";"2795011,92";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,457";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A CONSTRUCAO DO POLO INDUSTRIAL DE CAPANDA, QUE TEM POR OBJETIVO A PRODUCAO DE ALIMENTOS ""IN NATURA"" E PRODUTOS INDUSTRIAIS, BUSCANDO A SUBSTITUICAO DE PARTE DAS IMPORTACOES DE ANGOLA.";"RJ";"ANGOLA              ";3121239;"2012-12-26";"35355863,35";"18398122,98";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"2,867";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A FASE COMPLEMENTAR DO PROGRAMA FORMAÇÃO, TRABALHO E DESENVOLVIMENTO - FTD (4ª LINHA DE CRÉDITO)";"RJ";"ANGOLA              ";3321442;"2012-12-26";"22277650,25";"22255936,02";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"2,87";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-12-26";"212371,88";"212371,88";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,6895";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2012-12-27";"3561145,24";"3561145,24";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,344";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2013-01-25";"2724554,49";"2724554,49";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,344";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2013-01-28";"6047041,53";"6047041,53";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,344";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2013-01-28";"2250741,36";"2250741,36";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,344";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2013-01-28";"2474027,02";"2474027,02";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,344";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2013-01-28";"741053,83";"741053,83";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,835";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
