"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"valor_da_operacao_em_um";"valor_desembolsado_em_um";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"juros";"prazo_total_meses";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-26";"4419576,54";"4419576,54";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,819";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-26";"9816283,32";"9816283,32";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,819";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-26";"10870336,19";"10870336,19";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,792";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-26";"6572407,0";"6572407,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,763";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-26";"4394556,88";"4394556,88";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,792";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-26";"16878236,3";"16878236,3";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,6105";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-26";"9255593,0";"9255593,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,763";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-29";"3578101,7";"3578101,7";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,425";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2008-12-29";"3881637,55";"3881637,55";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,894";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"MELLO JUNIOR - EMPREENDIMENTOS E PARTICIPACOES LTDA.";"64.243.769/0001-13";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA CONSTRUCAO DA ESCOLA NACIONAL DE ADMINISTRACAO, EM ANGOLA.";"MG";"ANGOLA              ";1872350;"2009-01-21";"15006750,0";"15006749,770000001";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,17";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-01-30";"5925582,85";"5925582,85";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,894";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-01-30";"4488152,31";"4488152,31";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,2372";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-01-30";"53648,43";"53648,43";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,635";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2009-01-30";"3111924,84";"3111924,84";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,59";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2009-01-30";"2895307,17";"2895307,17";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,056";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2009-01-30";"2878332,68";"2878332,68";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,619";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2009-01-30";"14949352,04";"14949352,04";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,894";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"COMPANHIA DE OBRAS E INFRA-ESTRUTURA";"09.422.564/0001-97";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS A 1ª ETAPA DAS OBRAS DE AMPLIACAO E MODERNIZACAO DO PORTO MARIEL E DE SUA INFRAESTRUTURA DE ACESSO";"SP";"CUBA";1876749;"2009-02-03";"43435000,0";"43435000,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,91";300;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"ATIVA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA, DESTINADOS A CONSTRUCAO DE UM AQUEDUTO, NA REPUBLICA DOMINICANA.";"RJ";"REPUBLICA DOMINICANA";1758437;"2009-02-05";"50286572,0";"50260593,85";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,42";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-02-16";"5252721,4";"5252721,4";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,2372";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-02-16";"1639364,41";"1639364,41";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,056";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-02-16";"2414227,66";"2414227,66";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,619";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-02-16";"7806768,71";"7806768,71";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,59";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-02-16";"7971848,29";"7971848,29";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,635";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2009-02-16";"11493765,19";"11493765,19";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,2372";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS À CONSTRUÇÃO DA UHE PALOMINO, NA REPUBLICA DOMINICANA - FASE II";"RJ";"REPUBLICA DOMINICANA";1843213;"2009-02-27";"50663060,0";"50234363,05";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,56";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUCOES E COMERCIO CAMARGO CORREA S/A";"61.522.512/0001-02";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A 2ª ETAPA DA CONSTRUCAO DA SEXTA AVENIDA, NA REPÚBLICA DE ANGOLA.";"RO";"ANGOLA              ";1817925;"2009-03-13";"16597101,83";"16584674,45";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,927";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUCOES E COMERCIO CAMARGO CORREA S/A";"61.522.512/0001-02";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A 2ª ETAPA DA CONSTRUÇÃO E REABILITAÇÃO DA QUINTA AVENIDA, NA REPÚBLICA DE ANGOLA.";"RO";"ANGOLA              ";1817927;"2009-03-13";"12409955,73";"12409955,73";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,927";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2009-03-16";"14078669,69";"14078669,69";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,674";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2009-03-16";"10324216,94";"10324216,94";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,112";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-03-27";"6690282,04";"6690282,04";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,112";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-03-27";"9254800,44";"9254800,44";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,674";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2009-04-14";"517405,98";"517405,98";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,674";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
